日期	農曆	天干	地支	月天干地支	節氣	八字流年	八字流月	紫微流月	流日命宮地支	流日四化
2026-05-01	三月十五	乙	亥	壬辰	谷雨	丙午	壬辰	三月	丑	機梁紫陰
2026-05-02	三月十六	丙	子	壬辰	谷雨	丙午	壬辰	三月	寅	同機昌廉
2026-05-03	三月十七	丁	丑	壬辰	谷雨	丙午	壬辰	三月	卯	陰同機巨
2026-05-04	三月十八	戊	寅	壬辰	谷雨	丙午	壬辰	三月	辰	貪陰右機
2026-05-05	三月十九	己	卯	癸巳	立夏	丙午	癸巳	三月	巳	武貪梁曲
2026-05-06	三月二十	庚	辰	癸巳	立夏	丙午	癸巳	三月	午	陽武陰同
2026-05-07	三月廿一	辛	巳	癸巳	立夏	丙午	癸巳	三月	未	巨陽曲昌
2026-05-08	三月廿二	壬	午	癸巳	立夏	丙午	癸巳	三月	申	梁紫左武
2026-05-09	三月廿三	癸	未	癸巳	立夏	丙午	癸巳	三月	酉	破巨陰貪
2026-05-10	三月廿四	甲	申	癸巳	立夏	丙午	癸巳	三月	戌	廉破武陽
2026-05-11	三月廿五	乙	酉	癸巳	立夏	丙午	癸巳	三月	亥	機梁紫陰
2026-05-12	三月廿六	丙	戌	癸巳	立夏	丙午	癸巳	三月	子	同機昌廉
2026-05-13	三月廿七	丁	亥	癸巳	立夏	丙午	癸巳	三月	丑	陰同機巨
2026-05-14	三月廿八	戊	子	癸巳	立夏	丙午	癸巳	三月	寅	貪陰右機
2026-05-15	三月廿九	己	丑	癸巳	立夏	丙午	癸巳	三月	卯	武貪梁曲
2026-05-16	三月三十	庚	寅	癸巳	立夏	丙午	癸巳	三月	辰	陽武陰同
2026-05-17	四月初一	辛	卯	癸巳	立夏	丙午	癸巳	四月	子	巨陽曲昌
2026-05-18	四月初二	壬	辰	癸巳	立夏	丙午	癸巳	四月	丑	梁紫左武
2026-05-19	四月初三	癸	巳	癸巳	立夏	丙午	癸巳	四月	寅	破巨陰貪
2026-05-20	四月初四	甲	午	癸巳	立夏	丙午	癸巳	四月	卯	廉破武陽
2026-05-21	四月初五	乙	未	癸巳	小滿	丙午	癸巳	四月	辰	機梁紫陰
2026-05-22	四月初六	丙	申	癸巳	小滿	丙午	癸巳	四月	巳	同機昌廉
2026-05-23	四月初七	丁	酉	癸巳	小滿	丙午	癸巳	四月	午	陰同機巨
2026-05-24	四月初八	戊	戌	癸巳	小滿	丙午	癸巳	四月	未	貪陰右機
2026-05-25	四月初九	己	亥	癸巳	小滿	丙午	癸巳	四月	申	武貪梁曲
2026-05-26	四月初十	庚	子	癸巳	小滿	丙午	癸巳	四月	酉	陽武陰同
2026-05-27	四月十一	辛	丑	癸巳	小滿	丙午	癸巳	四月	戌	巨陽曲昌
2026-05-28	四月十二	壬	寅	癸巳	小滿	丙午	癸巳	四月	亥	梁紫左武
2026-05-29	四月十三	癸	卯	癸巳	小滿	丙午	癸巳	四月	子	破巨陰貪
2026-05-30	四月十四	甲	辰	癸巳	小滿	丙午	癸巳	四月	丑	廉破武陽
2026-05-31	四月十五	乙	巳	癸巳	小滿	丙午	癸巳	四月	寅	機梁紫陰
2026-06-01	四月十六	丙	午	癸巳	小滿	丙午	癸巳	四月	卯	同機昌廉
2026-06-02	四月十七	丁	未	癸巳	小滿	丙午	癸巳	四月	辰	陰同機巨
2026-06-03	四月十八	戊	申	癸巳	小滿	丙午	癸巳	四月	巳	貪陰右機
2026-06-04	四月十九	己	酉	癸巳	小滿	丙午	癸巳	四月	午	武貪梁曲
2026-06-05	四月二十	庚	戌	癸巳	芒種	丙午	癸巳	四月	未	陽武陰同
2026-06-06	四月廿一	辛	亥	甲午	芒種	丙午	甲午	四月	申	巨陽曲昌
2026-06-07	四月廿二	壬	子	甲午	芒種	丙午	甲午	四月	酉	梁紫左武
2026-06-08	四月廿三	癸	丑	甲午	芒種	丙午	甲午	四月	戌	破巨陰貪
2026-06-09	四月廿四	甲	寅	甲午	芒種	丙午	甲午	四月	亥	廉破武陽
2026-06-10	四月廿五	乙	卯	甲午	芒種	丙午	甲午	四月	子	機梁紫陰
2026-06-11	四月廿六	丙	辰	甲午	芒種	丙午	甲午	四月	丑	同機昌廉
2026-06-12	四月廿七	丁	巳	甲午	芒種	丙午	甲午	四月	寅	陰同機巨
2026-06-13	四月廿八	戊	午	甲午	芒種	丙午	甲午	四月	卯	貪陰右機
2026-06-14	四月廿九	己	未	甲午	芒種	丙午	甲午	四月	辰	武貪梁曲
2026-06-15	五月初一	庚	申	甲午	芒種	丙午	甲午	五月	丑	陽武陰同
2026-06-16	五月初二	辛	酉	甲午	芒種	丙午	甲午	五月	寅	巨陽曲昌
2026-06-17	五月初三	壬	戌	甲午	芒種	丙午	甲午	五月	卯	梁紫左武
2026-06-18	五月初四	癸	亥	甲午	芒種	丙午	甲午	五月	辰	破巨陰貪
2026-06-19	五月初五	甲	子	甲午	芒種	丙午	甲午	五月	巳	廉破武陽
2026-06-20	五月初六	乙	丑	甲午	芒種	丙午	甲午	五月	午	機梁紫陰
2026-06-21	五月初七	丙	寅	甲午	夏至	丙午	甲午	五月	未	同機昌廉
2026-06-22	五月初八	丁	卯	甲午	夏至	丙午	甲午	五月	申	陰同機巨
2026-06-23	五月初九	戊	辰	甲午	夏至	丙午	甲午	五月	酉	貪陰右機
2026-06-24	五月初十	己	巳	甲午	夏至	丙午	甲午	五月	戌	武貪梁曲
2026-06-25	五月十一	庚	午	甲午	夏至	丙午	甲午	五月	亥	陽武陰同
2026-06-26	五月十二	辛	未	甲午	夏至	丙午	甲午	五月	子	巨陽曲昌
2026-06-27	五月十三	壬	申	甲午	夏至	丙午	甲午	五月	丑	梁紫左武
2026-06-28	五月十四	癸	酉	甲午	夏至	丙午	甲午	五月	寅	破巨陰貪
2026-06-29	五月十五	甲	戌	甲午	夏至	丙午	甲午	五月	卯	廉破武陽
2026-06-30	五月十六	乙	亥	甲午	夏至	丙午	甲午	五月	辰	機梁紫陰
2026-07-01	五月十七	丙	子	甲午	夏至	丙午	甲午	五月	巳	同機昌廉
2026-07-02	五月十八	丁	丑	甲午	夏至	丙午	甲午	五月	午	陰同機巨
2026-07-03	五月十九	戊	寅	甲午	夏至	丙午	甲午	五月	未	貪陰右機
2026-07-04	五月二十	己	卯	甲午	夏至	丙午	甲午	五月	申	武貪梁曲
2026-07-05	五月廿一	庚	辰	甲午	夏至	丙午	甲午	五月	酉	陽武陰同
2026-07-06	五月廿二	辛	巳	甲午	夏至	丙午	甲午	五月	戌	巨陽曲昌
2026-07-07	五月廿三	壬	午	乙未	小暑	丙午	乙未	五月	亥	梁紫左武
2026-07-08	五月廿四	癸	未	乙未	小暑	丙午	乙未	五月	子	破巨陰貪
2026-07-09	五月廿五	甲	申	乙未	小暑	丙午	乙未	五月	丑	廉破武陽
2026-07-10	五月廿六	乙	酉	乙未	小暑	丙午	乙未	五月	寅	機梁紫陰
2026-07-11	五月廿七	丙	戌	乙未	小暑	丙午	乙未	五月	卯	同機昌廉
2026-07-12	五月廿八	丁	亥	乙未	小暑	丙午	乙未	五月	辰	陰同機巨
2026-07-13	五月廿九	戊	子	乙未	小暑	丙午	乙未	五月	巳	貪陰右機
2026-07-14	六月初一	己	丑	乙未	小暑	丙午	乙未	六月	寅	武貪梁曲
2026-07-15	六月初二	庚	寅	乙未	小暑	丙午	乙未	六月	卯	陽武陰同
2026-07-16	六月初三	辛	卯	乙未	小暑	丙午	乙未	六月	辰	巨陽曲昌
2026-07-17	六月初四	壬	辰	乙未	小暑	丙午	乙未	六月	巳	梁紫左武
2026-07-18	六月初五	癸	巳	乙未	小暑	丙午	乙未	六月	午	破巨陰貪
2026-07-19	六月初六	甲	午	乙未	小暑	丙午	乙未	六月	未	廉破武陽
2026-07-20	六月初七	乙	未	乙未	小暑	丙午	乙未	六月	申	機梁紫陰
2026-07-21	六月初八	丙	申	乙未	小暑	丙午	乙未	六月	酉	同機昌廉
2026-07-22	六月初九	丁	酉	乙未	小暑	丙午	乙未	六月	戌	陰同機巨
2026-07-23	六月初十	戊	戌	乙未	大暑	丙午	乙未	六月	亥	貪陰右機
2026-07-24	六月十一	己	亥	乙未	大暑	丙午	乙未	六月	子	武貪梁曲
2026-07-25	六月十二	庚	子	乙未	大暑	丙午	乙未	六月	丑	陽武陰同
2026-07-26	六月十三	辛	丑	乙未	大暑	丙午	乙未	六月	寅	巨陽曲昌
2026-07-27	六月十四	壬	寅	乙未	大暑	丙午	乙未	六月	卯	梁紫左武
2026-07-28	六月十五	癸	卯	乙未	大暑	丙午	乙未	六月	辰	破巨陰貪
2026-07-29	六月十六	甲	辰	乙未	大暑	丙午	乙未	六月	巳	廉破武陽
2026-07-30	六月十七	乙	巳	乙未	大暑	丙午	乙未	六月	午	機梁紫陰
2026-07-31	六月十八	丙	午	乙未	大暑	丙午	乙未	六月	未	同機昌廉
2026-08-01	六月十九	丁	未	乙未	大暑	丙午	乙未	六月	申	陰同機巨
2026-08-02	六月二十	戊	申	乙未	大暑	丙午	乙未	六月	酉	貪陰右機
2026-08-03	六月廿一	己	酉	乙未	大暑	丙午	乙未	六月	戌	武貪梁曲
2026-08-04	六月廿二	庚	戌	乙未	大暑	丙午	乙未	六月	亥	陽武陰同
2026-08-05	六月廿三	辛	亥	乙未	大暑	丙午	乙未	六月	子	巨陽曲昌
2026-08-06	六月廿四	壬	子	乙未	大暑	丙午	乙未	六月	丑	梁紫左武
2026-08-07	六月廿五	癸	丑	乙未	立秋	丙午	乙未	六月	寅	破巨陰貪
2026-08-08	六月廿六	甲	寅	丙申	立秋	丙午	丙申	六月	卯	廉破武陽
2026-08-09	六月廿七	乙	卯	丙申	立秋	丙午	丙申	六月	辰	機梁紫陰
2026-08-10	六月廿八	丙	辰	丙申	立秋	丙午	丙申	六月	巳	同機昌廉
2026-08-11	六月廿九	丁	巳	丙申	立秋	丙午	丙申	六月	午	陰同機巨
2026-08-12	六月三十	戊	午	丙申	立秋	丙午	丙申	六月	未	貪陰右機
2026-08-13	七月初一	己	未	丙申	立秋	丙午	丙申	七月	卯	武貪梁曲
2026-08-14	七月初二	庚	申	丙申	立秋	丙午	丙申	七月	辰	陽武陰同
2026-08-15	七月初三	辛	酉	丙申	立秋	丙午	丙申	七月	巳	巨陽曲昌
2026-08-16	七月初四	壬	戌	丙申	立秋	丙午	丙申	七月	午	梁紫左武
2026-08-17	七月初五	癸	亥	丙申	立秋	丙午	丙申	七月	未	破巨陰貪
2026-08-18	七月初六	甲	子	丙申	立秋	丙午	丙申	七月	申	廉破武陽
2026-08-19	七月初七	乙	丑	丙申	立秋	丙午	丙申	七月	酉	機梁紫陰
2026-08-20	七月初八	丙	寅	丙申	立秋	丙午	丙申	七月	戌	同機昌廉
2026-08-21	七月初九	丁	卯	丙申	立秋	丙午	丙申	七月	亥	陰同機巨
2026-08-22	七月初十	戊	辰	丙申	立秋	丙午	丙申	七月	子	貪陰右機
2026-08-23	七月十一	己	巳	丙申	處暑	丙午	丙申	七月	丑	武貪梁曲
2026-08-24	七月十二	庚	午	丙申	處暑	丙午	丙申	七月	寅	陽武陰同
2026-08-25	七月十三	辛	未	丙申	處暑	丙午	丙申	七月	卯	巨陽曲昌
2026-08-26	七月十四	壬	申	丙申	處暑	丙午	丙申	七月	辰	梁紫左武
2026-08-27	七月十五	癸	酉	丙申	處暑	丙午	丙申	七月	巳	破巨陰貪
2026-08-28	七月十六	甲	戌	丙申	處暑	丙午	丙申	七月	午	廉破武陽
2026-08-29	七月十七	乙	亥	丙申	處暑	丙午	丙申	七月	未	機梁紫陰
2026-08-30	七月十八	丙	子	丙申	處暑	丙午	丙申	七月	申	同機昌廉
2026-08-31	七月十九	丁	丑	丙申	處暑	丙午	丙申	七月	酉	陰同機巨
2026-09-01	七月二十	戊	寅	丙申	處暑	丙午	丙申	七月	戌	貪陰右機
2026-09-02	七月廿一	己	卯	丙申	處暑	丙午	丙申	七月	亥	武貪梁曲
2026-09-03	七月廿二	庚	辰	丙申	處暑	丙午	丙申	七月	子	陽武陰同
2026-09-04	七月廿三	辛	巳	丙申	處暑	丙午	丙申	七月	丑	巨陽曲昌
2026-09-05	七月廿四	壬	午	丙申	處暑	丙午	丙申	七月	寅	梁紫左武
2026-09-06	七月廿五	癸	未	丙申	處暑	丙午	丙申	七月	卯	破巨陰貪
2026-09-07	七月廿六	甲	申	丙申	白露	丙午	丙申	七月	辰	廉破武陽
2026-09-08	七月廿七	乙	酉	丁酉	白露	丙午	丁酉	七月	巳	機梁紫陰
2026-09-09	七月廿八	丙	戌	丁酉	白露	丙午	丁酉	七月	午	同機昌廉
2026-09-10	七月廿九	丁	亥	丁酉	白露	丙午	丁酉	七月	未	陰同機巨
2026-09-11	八月初一	戊	子	丁酉	白露	丙午	丁酉	八月	辰	貪陰右機
2026-09-12	八月初二	己	丑	丁酉	白露	丙午	丁酉	八月	巳	武貪梁曲
2026-09-13	八月初三	庚	寅	丁酉	白露	丙午	丁酉	八月	午	陽武陰同
2026-09-14	八月初四	辛	卯	丁酉	白露	丙午	丁酉	八月	未	巨陽曲昌
2026-09-15	八月初五	壬	辰	丁酉	白露	丙午	丁酉	八月	申	梁紫左武
2026-09-16	八月初六	癸	巳	丁酉	白露	丙午	丁酉	八月	酉	破巨陰貪
2026-09-17	八月初七	甲	午	丁酉	白露	丙午	丁酉	八月	戌	廉破武陽
2026-09-18	八月初八	乙	未	丁酉	白露	丙午	丁酉	八月	亥	機梁紫陰
2026-09-19	八月初九	丙	申	丁酉	白露	丙午	丁酉	八月	子	同機昌廉
2026-09-20	八月初十	丁	酉	丁酉	白露	丙午	丁酉	八月	丑	陰同機巨
2026-09-21	八月十一	戊	戌	丁酉	白露	丙午	丁酉	八月	寅	貪陰右機
2026-09-22	八月十二	己	亥	丁酉	白露	丙午	丁酉	八月	卯	武貪梁曲
2026-09-23	八月十三	庚	子	丁酉	秋分	丙午	丁酉	八月	辰	陽武陰同
2026-09-24	八月十四	辛	丑	丁酉	秋分	丙午	丁酉	八月	巳	巨陽曲昌
2026-09-25	八月十五	壬	寅	丁酉	秋分	丙午	丁酉	八月	午	梁紫左武
2026-09-26	八月十六	癸	卯	丁酉	秋分	丙午	丁酉	八月	未	破巨陰貪
2026-09-27	八月十七	甲	辰	丁酉	秋分	丙午	丁酉	八月	申	廉破武陽
2026-09-28	八月十八	乙	巳	丁酉	秋分	丙午	丁酉	八月	酉	機梁紫陰
2026-09-29	八月十九	丙	午	丁酉	秋分	丙午	丁酉	八月	戌	同機昌廉
2026-09-30	八月二十	丁	未	丁酉	秋分	丙午	丁酉	八月	亥	陰同機巨
2026-10-01	八月廿一	戊	申	丁酉	秋分	丙午	丁酉	八月	子	貪陰右機
2026-10-02	八月廿二	己	酉	丁酉	秋分	丙午	丁酉	八月	丑	武貪梁曲
2026-10-03	八月廿三	庚	戌	丁酉	秋分	丙午	丁酉	八月	寅	陽武陰同
2026-10-04	八月廿四	辛	亥	丁酉	秋分	丙午	丁酉	八月	卯	巨陽曲昌
2026-10-05	八月廿五	壬	子	丁酉	秋分	丙午	丁酉	八月	辰	梁紫左武
2026-10-06	八月廿六	癸	丑	丁酉	秋分	丙午	丁酉	八月	巳	破巨陰貪
2026-10-07	八月廿七	甲	寅	丁酉	秋分	丙午	丁酉	八月	午	廉破武陽
2026-10-08	八月廿八	乙	卯	戊戌	寒露	丙午	戊戌	八月	未	機梁紫陰
2026-10-09	八月廿九	丙	辰	戊戌	寒露	丙午	戊戌	八月	申	同機昌廉
2026-10-10	九月初一	丁	巳	戊戌	寒露	丙午	戊戌	九月	巳	陰同機巨
2026-10-11	九月初二	戊	午	戊戌	寒露	丙午	戊戌	九月	午	貪陰右機
2026-10-12	九月初三	己	未	戊戌	寒露	丙午	戊戌	九月	未	武貪梁曲
2026-10-13	九月初四	庚	申	戊戌	寒露	丙午	戊戌	九月	申	陽武陰同
2026-10-14	九月初五	辛	酉	戊戌	寒露	丙午	戊戌	九月	酉	巨陽曲昌
2026-10-15	九月初六	壬	戌	戊戌	寒露	丙午	戊戌	九月	戌	梁紫左武
2026-10-16	九月初七	癸	亥	戊戌	寒露	丙午	戊戌	九月	亥	破巨陰貪
2026-10-17	九月初八	甲	子	戊戌	寒露	丙午	戊戌	九月	子	廉破武陽
2026-10-18	九月初九	乙	丑	戊戌	寒露	丙午	戊戌	九月	丑	機梁紫陰
2026-10-19	九月初十	丙	寅	戊戌	寒露	丙午	戊戌	九月	寅	同機昌廉
2026-10-20	九月十一	丁	卯	戊戌	寒露	丙午	戊戌	九月	卯	陰同機巨
2026-10-21	九月十二	戊	辰	戊戌	寒露	丙午	戊戌	九月	辰	貪陰右機
2026-10-22	九月十三	己	巳	戊戌	寒露	丙午	戊戌	九月	巳	武貪梁曲
2026-10-23	九月十四	庚	午	戊戌	霜降	丙午	戊戌	九月	午	陽武陰同
2026-10-24	九月十五	辛	未	戊戌	霜降	丙午	戊戌	九月	未	巨陽曲昌
2026-10-25	九月十六	壬	申	戊戌	霜降	丙午	戊戌	九月	申	梁紫左武
2026-10-26	九月十七	癸	酉	戊戌	霜降	丙午	戊戌	九月	酉	破巨陰貪
2026-10-27	九月十八	甲	戌	戊戌	霜降	丙午	戊戌	九月	戌	廉破武陽
2026-10-28	九月十九	乙	亥	戊戌	霜降	丙午	戊戌	九月	亥	機梁紫陰
2026-10-29	九月二十	丙	子	戊戌	霜降	丙午	戊戌	九月	子	同機昌廉
2026-10-30	九月廿一	丁	丑	戊戌	霜降	丙午	戊戌	九月	丑	陰同機巨
2026-10-31	九月廿二	戊	寅	戊戌	霜降	丙午	戊戌	九月	寅	貪陰右機
2026-11-01	九月廿三	己	卯	戊戌	霜降	丙午	戊戌	九月	卯	武貪梁曲
2026-11-02	九月廿四	庚	辰	戊戌	霜降	丙午	戊戌	九月	辰	陽武陰同
2026-11-03	九月廿五	辛	巳	戊戌	霜降	丙午	戊戌	九月	巳	巨陽曲昌
2026-11-04	九月廿六	壬	午	戊戌	霜降	丙午	戊戌	九月	午	梁紫左武
2026-11-05	九月廿七	癸	未	戊戌	霜降	丙午	戊戌	九月	未	破巨陰貪
2026-11-06	九月廿八	甲	申	戊戌	霜降	丙午	戊戌	九月	申	廉破武陽
2026-11-07	九月廿九	乙	酉	己亥	立冬	丙午	己亥	九月	酉	機梁紫陰
2026-11-08	九月三十	丙	戌	己亥	立冬	丙午	己亥	九月	戌	同機昌廉
2026-11-09	十月初一	丁	亥	己亥	立冬	丙午	己亥	十月	午	陰同機巨
2026-11-10	十月初二	戊	子	己亥	立冬	丙午	己亥	十月	未	貪陰右機
2026-11-11	十月初三	己	丑	己亥	立冬	丙午	己亥	十月	申	武貪梁曲
2026-11-12	十月初四	庚	寅	己亥	立冬	丙午	己亥	十月	酉	陽武陰同
2026-11-13	十月初五	辛	卯	己亥	立冬	丙午	己亥	十月	戌	巨陽曲昌
2026-11-14	十月初六	壬	辰	己亥	立冬	丙午	己亥	十月	亥	梁紫左武
2026-11-15	十月初七	癸	巳	己亥	立冬	丙午	己亥	十月	子	破巨陰貪
2026-11-16	十月初八	甲	午	己亥	立冬	丙午	己亥	十月	丑	廉破武陽
2026-11-17	十月初九	乙	未	己亥	立冬	丙午	己亥	十月	寅	機梁紫陰
2026-11-18	十月初十	丙	申	己亥	立冬	丙午	己亥	十月	卯	同機昌廉
2026-11-19	十月十一	丁	酉	己亥	立冬	丙午	己亥	十月	辰	陰同機巨
2026-11-20	十月十二	戊	戌	己亥	立冬	丙午	己亥	十月	巳	貪陰右機
2026-11-21	十月十三	己	亥	己亥	立冬	丙午	己亥	十月	午	武貪梁曲
2026-11-22	十月十四	庚	子	己亥	小雪	丙午	己亥	十月	未	陽武陰同
2026-11-23	十月十五	辛	丑	己亥	小雪	丙午	己亥	十月	申	巨陽曲昌
2026-11-24	十月十六	壬	寅	己亥	小雪	丙午	己亥	十月	酉	梁紫左武
2026-11-25	十月十七	癸	卯	己亥	小雪	丙午	己亥	十月	戌	破巨陰貪
2026-11-26	十月十八	甲	辰	己亥	小雪	丙午	己亥	十月	亥	廉破武陽
2026-11-27	十月十九	乙	巳	己亥	小雪	丙午	己亥	十月	子	機梁紫陰
2026-11-28	十月二十	丙	午	己亥	小雪	丙午	己亥	十月	丑	同機昌廉
2026-11-29	十月廿一	丁	未	己亥	小雪	丙午	己亥	十月	寅	陰同機巨
2026-11-30	十月廿二	戊	申	己亥	小雪	丙午	己亥	十月	卯	貪陰右機
2026-12-01	十月廿三	己	酉	己亥	小雪	丙午	己亥	十月	辰	武貪梁曲
2026-12-02	十月廿四	庚	戌	己亥	小雪	丙午	己亥	十月	巳	陽武陰同
2026-12-03	十月廿五	辛	亥	己亥	小雪	丙午	己亥	十月	午	巨陽曲昌
2026-12-04	十月廿六	壬	子	己亥	小雪	丙午	己亥	十月	未	梁紫左武
2026-12-05	十月廿七	癸	丑	己亥	小雪	丙午	己亥	十月	申	破巨陰貪
2026-12-06	十月廿八	甲	寅	己亥	小雪	丙午	己亥	十月	酉	廉破武陽
2026-12-07	十月廿九	乙	卯	己亥	大雪	丙午	己亥	十月	戌	機梁紫陰
2026-12-08	十月三十	丙	辰	庚子	大雪	丙午	庚子	十月	亥	同機昌廉
2026-12-09	十一月初一	丁	巳	庚子	大雪	丙午	庚子	冬月	未	陰同機巨
2026-12-10	十一月初二	戊	午	庚子	大雪	丙午	庚子	冬月	申	貪陰右機
2026-12-11	十一月初三	己	未	庚子	大雪	丙午	庚子	冬月	酉	武貪梁曲
2026-12-12	十一月初四	庚	申	庚子	大雪	丙午	庚子	冬月	戌	陽武陰同
2026-12-13	十一月初五	辛	酉	庚子	大雪	丙午	庚子	冬月	亥	巨陽曲昌
2026-12-14	十一月初六	壬	戌	庚子	大雪	丙午	庚子	冬月	子	梁紫左武
2026-12-15	十一月初七	癸	亥	庚子	大雪	丙午	庚子	冬月	丑	破巨陰貪
2026-12-16	十一月初八	甲	子	庚子	大雪	丙午	庚子	冬月	寅	廉破武陽
2026-12-17	十一月初九	乙	丑	庚子	大雪	丙午	庚子	冬月	卯	機梁紫陰
2026-12-18	十一月初十	丙	寅	庚子	大雪	丙午	庚子	冬月	辰	同機昌廉
2026-12-19	十一月十一	丁	卯	庚子	大雪	丙午	庚子	冬月	巳	陰同機巨
2026-12-20	十一月十二	戊	辰	庚子	大雪	丙午	庚子	冬月	午	貪陰右機
2026-12-21	十一月十三	己	巳	庚子	大雪	丙午	庚子	冬月	未	武貪梁曲
2026-12-22	十一月十四	庚	午	庚子	冬至	丙午	庚子	冬月	申	陽武陰同
2026-12-23	十一月十五	辛	未	庚子	冬至	丙午	庚子	冬月	酉	巨陽曲昌
2026-12-24	十一月十六	壬	申	庚子	冬至	丙午	庚子	冬月	戌	梁紫左武
2026-12-25	十一月十七	癸	酉	庚子	冬至	丙午	庚子	冬月	亥	破巨陰貪
2026-12-26	十一月十八	甲	戌	庚子	冬至	丙午	庚子	冬月	子	廉破武陽
2026-12-27	十一月十九	乙	亥	庚子	冬至	丙午	庚子	冬月	丑	機梁紫陰
2026-12-28	十一月二十	丙	子	庚子	冬至	丙午	庚子	冬月	寅	同機昌廉
2026-12-29	十一月廿一	丁	丑	庚子	冬至	丙午	庚子	冬月	卯	陰同機巨
2026-12-30	十一月廿二	戊	寅	庚子	冬至	丙午	庚子	冬月	辰	貪陰右機
2026-12-31	十一月廿三	己	卯	庚子	冬至	丙午	庚子	冬月	巳	武貪梁曲